# output_current.csv run at 2017-01-18 00:00:00 PST on 2933 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
Switch_390-59546,289.291660,-15.867355,-158.393059,-242.603681,-130.914579,258.375341
Switch_390-59548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Switch_396-151076,19.746382,24.157872,15.651878,-21.326522,-26.188053,-2.750337
Switch_396-66899,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000
Switch_396-150741,190.639005,-53.768282,-141.884201,-138.214080,-48.754804,191.982363
Switch_CASP13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Switch_CASPA_link,385.048826,-4.753028,-196.640656,-331.085552,-188.408171,335.838579
Switch_CASPB_link,917.944792,-50.348342,-502.593414,-769.800226,-415.402074,819.844920
Switch_SPU124A_link,78.995011,-1.741249,0.000000,0.000000,0.000000,0.000000
Switch_SPU124B_link,0.000000,0.000000,-41.006914,-67.540933,0.000000,0.000000
Switch_SPU124C_link,0.000000,0.000000,0.000000,0.000000,-37.989366,69.284366
Switch_SPU122_link,-59.094102,-1.732779,28.045901,52.043168,31.047897,-50.309025
ResearchParkA_link,10.627618,-0.032025,0.000000,0.000000,0.000000,0.000000
ResearchParkB_link,0.000000,0.000000,-5.321911,-9.186352,0.000000,0.000000
ResearchParkC_link,0.000000,0.000000,0.000000,0.000000,-5.335157,9.265733
TV131_EChillersA_link,10.453556,-0.006551,0.000000,0.000000,0.000000,0.000000
TV131_EChillersB_link,0.000000,0.000000,-5.232253,-9.049646,0.000000,0.000000
TV131_EChillersC_link,0.000000,0.000000,0.000000,0.000000,-5.221078,9.056084
TV131_ColdStorageA_link,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
TV131_ColdStorageB_link,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TV131_ColdStorageC_link,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ClarkHallChillersA_link,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
ClarkHallChillersB_link,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ClarkHallChillersC_link,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Trafo_409-401940,121.348708,-1.497924,-61.971594,-104.342102,-59.377114,105.840026
Trafo_409-401941,289.291660,-15.867355,-158.393059,-242.603681,-130.914579,258.375341
Trafo_415-1194084,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000
Trafo_415-340905,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000
Trafo_415-340906,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
Trafo_415-341250,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000
Trafo_SPU124_link,78.995011,-1.741249,-41.006914,-67.540933,-37.989366,69.284366
Trafo_SPU122_link,-59.094102,-1.732779,28.045901,52.043168,31.047897,-50.309025
394-1053215,917.944792,-50.348342,0.000000,0.000000,0.000000,0.000000
394-1053216,0.000000,0.000000,-502.593414,-769.800226,0.000000,0.000000
394-1053217,0.000000,0.000000,0.000000,0.000000,-415.402074,819.844920
411-908050-0,917.944792,-50.348342,0.000000,0.000000,0.000000,0.000000
411-908053-0,0.000000,0.000000,-502.593414,-769.800226,0.000000,0.000000
411-908056-0,0.000000,0.000000,0.000000,0.000000,-415.402074,819.844920
394-806733,-59.094102,-1.732779,0.000000,0.000000,0.000000,0.000000
394-806735,0.000000,0.000000,28.045901,52.043168,0.000000,0.000000
394-806737,0.000000,0.000000,0.000000,0.000000,31.047897,-50.309025
411-2150268-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2150269-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
411-2150270-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
411-2162968-0,0.000000,0.000000,0.000000,0.000000,31.047897,-50.309024
411-2162969-0,0.000000,0.000000,28.045901,52.043168,0.000000,0.000000
411-2162970-0,-59.094102,-1.732779,0.000000,0.000000,0.000000,0.000000
411-732691-0,-59.094102,-1.732779,0.000000,0.000000,0.000000,0.000000
411-732695-0,0.000000,0.000000,0.000000,0.000000,31.047897,-50.309025
411-732698-0,0.000000,0.000000,28.045901,52.043168,0.000000,0.000000
A-395-1373643,-59.094102,-1.732779,0.000000,0.000000,0.000000,0.000000
A-395-2135221,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-2135232,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A-395-2147887,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B-395-1373661,0.000000,0.000000,28.045901,52.043168,0.000000,0.000000
B-395-2135223,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
B-395-2135234,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
B-395-2147889,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
C-395-1373663,0.000000,0.000000,0.000000,0.000000,31.047897,-50.309024
C-395-2135225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C-395-2135236,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
C-395-2147891,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1666955-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1666957-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1666959-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2007026,79.011846,-1.764640,0.000000,0.000000,0.000000,0.000000
394-2007028,0.000000,0.000000,-40.990080,-67.564324,0.000000,0.000000
394-2007030,0.000000,0.000000,0.000000,0.000000,-37.972531,69.260975
394-2520034-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2520036-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2520038-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2520051-0,0.016835,-0.023391,0.000000,0.000000,0.000000,0.000000
394-2520052-0,0.000000,0.000000,0.016835,-0.023391,0.000000,0.000000
394-2520053-0,0.000000,0.000000,0.000000,0.000000,0.016835,-0.023391
395-2147933-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
395-2147934-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
395-2147935-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
411-1681315-0,79.011846,-1.764640,0.000000,0.000000,0.000000,0.000000
411-1681316-0,0.000000,0.000000,-40.990080,-67.564324,0.000000,0.000000
411-1681317-0,0.000000,0.000000,0.000000,0.000000,-37.972531,69.260975
411-2163008-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2163010-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
411-2163012-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1044247-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044248-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1044249-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1044256-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044257-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1044258-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1044264-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044265-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044266-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1044267-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044268-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1044269-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044273-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1044274-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044275-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044281-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1044282-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044283-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-1044287-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1044288-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1044289-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-1051927-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1051931-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1095798-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1095800-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1095802-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1095807-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1095808-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1095809-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1095810-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1095814-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1095816-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1095834-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1096400-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1096402-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1096404-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1224088-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1224089-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1224714-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1224721-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1400714-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1400716-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1400719-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1491930-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1491931-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1491932-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1582480-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1582483-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1582484-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1582488-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1595301-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-1605837-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613943,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1613945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613947,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1613957-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1613964-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613967-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1613968-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613986-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613988-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1613990-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613994-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613995-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1613996-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613997-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1613998-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1613999-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1614003-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1614154-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1614156-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-1614158-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1614161-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1614163-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-1614165-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1614169-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1614171-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-1614173-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-1614180-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1650009-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1650317-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-1650318-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-1650322-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1650323-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1650324-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1650379-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1650381-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1650383-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1692250-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1692253-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1692254-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1697704-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1697705-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1697708-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1718506-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1771518-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771520-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771522-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1771524-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771526-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771528-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1771530-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771532-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771534-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1771536-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771538-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771540-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1771542-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771544-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1771546-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1853449-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1853451-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1853453-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1853466-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1853468-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1853470-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1853478-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1853480-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1853482-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-1853485-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1853487-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1853489-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-1859318-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-1859319-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-1859338-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-1936250-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2207528-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2207530-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-2207532-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2251562-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2251564-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2251566-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2336684-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2352418,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2352419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2352420,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-2408251,10.627618,-0.032025,0.000000,0.000000,0.000000,0.000000
394-2408253,0.000000,0.000000,-5.321911,-9.186352,0.000000,0.000000
394-2408255,0.000000,0.000000,0.000000,0.000000,-5.335157,9.265733
394-2415067,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2415076-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2415079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2415081,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-2415083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2415086,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-2415089,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-2439086-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-2439091-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2457674-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2457675-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2457676-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-2460858-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2475226-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2475227-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2475228-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2484894-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2484896-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-2484898-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-2484900-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2484902-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2484904-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2507050-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-2507052-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-2507054-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-309414-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-309418-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-309430,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-309437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-309471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-309477,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-309479,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-309490,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-309495,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-310942-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-310944-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-310948-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-311266-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-311268-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-311270-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-311290-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-311298-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-311300-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-311302-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-311304-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-311306-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-311308-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-312541-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314154-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314156-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-314158-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-314160-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314162-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314164-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314168-0,0.000000,0.000000,-5.321911,-9.186352,0.000000,0.000000
394-314170-0,0.000000,0.000000,0.000000,0.000000,-5.335157,9.265733
394-314172-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314174-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314176-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314184-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314186-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-314224-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314226-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314228-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-314230-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-315219-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-324566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-324568,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-324734-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-324736-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-325049,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-325338-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-325346-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-325348-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-325350-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-325352-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-325402-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-325404-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-325406-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-325408-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-328570-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-328577-0,10.627618,-0.032025,0.000000,0.000000,0.000000,0.000000
394-410804-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-410806-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-410808-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441288-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441321-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441499-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441501-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441503-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-441505-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-441507-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-441513-0,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
394-441531-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-441533-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-441535-0,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
394-441537-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441539-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-441541-0,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
394-441543-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-441545-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441818-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-441820-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441822-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441826-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-441828-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-441830-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441832-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-441834-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441836-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441838-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441840-0,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000
394-441842-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441852-0,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441854-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-441856-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441864-0,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-441866-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-441868-0,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
394-441870-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441872-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-441874-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-470066-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-470068-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-470070-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-475749-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-475751-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-475753-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-475764-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-475766-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-475768-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-475769-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-476075-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-476077-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
394-476079-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-476088-0,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
394-476090-0,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
394-476092-0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
